image,psnr,ssim,lpips
model_83f2e417ecbc5c0be43b9ed5f7f8f79b_0/model_83f2e417ecbc5c0be43b9ed5f7f8f79b_0_with_bg_0.png,17.6368,0.8706,0.1817
model_844851709e12ad6eac24cb1c4adddb7d_0/model_844851709e12ad6eac24cb1c4adddb7d_0_with_bg_0.png,15.4216,0.6818,0.4118
model_844851709e12ad6eac24cb1c4adddb7d_0/model_844851709e12ad6eac24cb1c4adddb7d_0_with_bg_1.png,18.0805,0.8129,0.2529
model_853dbb61365aefe365aff8df4fafb884_0/model_853dbb61365aefe365aff8df4fafb884_0_with_bg_1.png,17.0500,0.8089,0.2115
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_0.png,20.7173,0.8302,0.2783
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_1.png,21.4762,0.7936,0.3206
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_3.png,22.1978,0.7742,0.2392
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_4.png,22.4954,0.7983,0.2324
model_862aadea5696f75e4c78e9b6c41a6b70_0/model_862aadea5696f75e4c78e9b6c41a6b70_0_with_bg_1.png,17.3357,0.8175,0.1971
model_86dbd2335f837639bdd74b1a2c52a836_0/model_86dbd2335f837639bdd74b1a2c52a836_0_with_bg_1.png,20.2497,0.7782,0.1411
model_86dbd2335f837639bdd74b1a2c52a836_0/model_86dbd2335f837639bdd74b1a2c52a836_0_with_bg_2.png,20.9397,0.7981,0.1519
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_0.png,16.9163,0.6450,0.4202
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_2.png,18.7423,0.7132,0.2791
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_3.png,20.4042,0.9343,0.1457
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_5.png,11.6587,0.5801,0.3147
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_0.png,18.5340,0.7318,0.3486
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_1.png,16.0074,0.6847,0.4123
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_2.png,19.9747,0.7533,0.3840
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_3.png,23.9856,0.7899,0.2826
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_3.png,13.7305,0.6748,0.2812
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_4.png,18.9775,0.9110,0.2490
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_5.png,12.3274,0.8188,0.3497
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_0.png,12.8134,0.7390,0.2884
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_2.png,12.8065,0.4922,0.6123
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_5.png,20.8726,0.8593,0.3200
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_1.png,18.0099,0.7947,0.3194
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_3.png,18.7051,0.8447,0.1341
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_4.png,18.9628,0.6205,0.2132
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_3.png,25.5124,0.8123,0.2413
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_4.png,13.8806,0.6559,0.2473
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_5.png,19.6101,0.8018,0.1206
model_8a138dd6561d2688cc4ffc67a4fd5587_0/model_8a138dd6561d2688cc4ffc67a4fd5587_0_with_bg_3.png,18.7143,0.9046,0.2322
model_8a138dd6561d2688cc4ffc67a4fd5587_0/model_8a138dd6561d2688cc4ffc67a4fd5587_0_with_bg_5.png,23.3039,0.9346,0.1383
model_8a35e7229a162588082676f9a2939df5_0/model_8a35e7229a162588082676f9a2939df5_0_with_bg_2.png,14.7489,0.7085,0.3891
model_8a35e7229a162588082676f9a2939df5_0/model_8a35e7229a162588082676f9a2939df5_0_with_bg_5.png,20.6211,0.8412,0.2655
model_8b7c34bc7ab83156c4da8f04a3a1b9b3_0/model_8b7c34bc7ab83156c4da8f04a3a1b9b3_0_with_bg_0.png,16.7661,0.6072,0.4831
model_8b7c34bc7ab83156c4da8f04a3a1b9b3_0/model_8b7c34bc7ab83156c4da8f04a3a1b9b3_0_with_bg_5.png,15.2737,0.7865,0.2849
model_8c215400076491cc70c8d97d76268bfd_0/model_8c215400076491cc70c8d97d76268bfd_0_with_bg_0.png,11.7422,0.5272,0.4693
model_8c215400076491cc70c8d97d76268bfd_0/model_8c215400076491cc70c8d97d76268bfd_0_with_bg_1.png,17.3941,0.7650,0.3025
model_8c215400076491cc70c8d97d76268bfd_0/model_8c215400076491cc70c8d97d76268bfd_0_with_bg_2.png,14.8127,0.6983,0.3966
model_8c215400076491cc70c8d97d76268bfd_0/model_8c215400076491cc70c8d97d76268bfd_0_with_bg_5.png,18.9926,0.7804,0.3345
model_8ce6c887c815ac4cadd4b3de2df17495_0/model_8ce6c887c815ac4cadd4b3de2df17495_0_with_bg_1.png,14.5991,0.6252,0.4527
model_8ce6c887c815ac4cadd4b3de2df17495_0/model_8ce6c887c815ac4cadd4b3de2df17495_0_with_bg_3.png,19.9291,0.7831,0.1810
model_8d1b1684bab5bfbbff11867e72d1c684_0/model_8d1b1684bab5bfbbff11867e72d1c684_0_with_bg_1.png,16.0288,0.7489,0.2581
model_8d2891a9739a62b2dbae6604e9cf4e1b_0/model_8d2891a9739a62b2dbae6604e9cf4e1b_0_with_bg_2.png,12.2869,0.3968,0.6606
model_8d7890c5a230265c5f8957e6b6465e2b_0/model_8d7890c5a230265c5f8957e6b6465e2b_0_with_bg_0.png,21.3673,0.9052,0.2068
model_8d7890c5a230265c5f8957e6b6465e2b_0/model_8d7890c5a230265c5f8957e6b6465e2b_0_with_bg_4.png,23.6628,0.9241,0.1776
model_8d7890c5a230265c5f8957e6b6465e2b_0/model_8d7890c5a230265c5f8957e6b6465e2b_0_with_bg_5.png,17.9871,0.8274,0.2561
model_8eee18efe242092c1561ff406451793b_0/model_8eee18efe242092c1561ff406451793b_0_with_bg_0.png,27.8202,0.9608,0.0481
model_8eee18efe242092c1561ff406451793b_0/model_8eee18efe242092c1561ff406451793b_0_with_bg_1.png,14.9633,0.6314,0.3932
model_8eee18efe242092c1561ff406451793b_0/model_8eee18efe242092c1561ff406451793b_0_with_bg_2.png,23.1633,0.7285,0.1417
model_8eee18efe242092c1561ff406451793b_0/model_8eee18efe242092c1561ff406451793b_0_with_bg_3.png,18.9096,0.7003,0.2563
model_9017672bc2703e117374e2cfd6d98e94_0/model_9017672bc2703e117374e2cfd6d98e94_0_with_bg_0.png,19.5485,0.7459,0.2885
model_9017672bc2703e117374e2cfd6d98e94_0/model_9017672bc2703e117374e2cfd6d98e94_0_with_bg_1.png,21.6130,0.7216,0.2680
model_9017672bc2703e117374e2cfd6d98e94_0/model_9017672bc2703e117374e2cfd6d98e94_0_with_bg_2.png,22.1931,0.7604,0.2022
model_9175370d8c44b471acf1714b4c75a822_0/model_9175370d8c44b471acf1714b4c75a822_0_with_bg_1.png,14.5031,0.5886,0.5432
model_9175370d8c44b471acf1714b4c75a822_0/model_9175370d8c44b471acf1714b4c75a822_0_with_bg_2.png,13.5107,0.5204,0.6207
model_9175370d8c44b471acf1714b4c75a822_0/model_9175370d8c44b471acf1714b4c75a822_0_with_bg_4.png,19.6311,0.7388,0.3077
model_9177359c3bc8c8a3cffdb19a03454a4b_0/model_9177359c3bc8c8a3cffdb19a03454a4b_0_with_bg_1.png,19.9680,0.8727,0.2413
model_9177359c3bc8c8a3cffdb19a03454a4b_0/model_9177359c3bc8c8a3cffdb19a03454a4b_0_with_bg_4.png,20.3330,0.6963,0.3691
model_93a88219cb4f334a1fc9e651e55220f2_0/model_93a88219cb4f334a1fc9e651e55220f2_0_with_bg_2.png,16.1013,0.6886,0.4927
model_93a88219cb4f334a1fc9e651e55220f2_0/model_93a88219cb4f334a1fc9e651e55220f2_0_with_bg_3.png,24.6452,0.9686,0.0475
model_93a88219cb4f334a1fc9e651e55220f2_0/model_93a88219cb4f334a1fc9e651e55220f2_0_with_bg_4.png,20.2268,0.9435,0.1691
model_949ee8244acc79d98f708171443f56ab_0/model_949ee8244acc79d98f708171443f56ab_0_with_bg_0.png,20.9005,0.8845,0.2587
model_949ee8244acc79d98f708171443f56ab_0/model_949ee8244acc79d98f708171443f56ab_0_with_bg_3.png,28.6890,0.9835,0.0668
model_949ee8244acc79d98f708171443f56ab_0/model_949ee8244acc79d98f708171443f56ab_0_with_bg_4.png,18.1338,0.8464,0.2300
model_949ee8244acc79d98f708171443f56ab_0/model_949ee8244acc79d98f708171443f56ab_0_with_bg_5.png,21.1213,0.9278,0.1031
model_94c757169b0305ae88a245e9bda466d6_0/model_94c757169b0305ae88a245e9bda466d6_0_with_bg_1.png,21.2095,0.7644,0.3755
model_95048b5b43b5e5bf3e4893dfff1f8b1c_0/model_95048b5b43b5e5bf3e4893dfff1f8b1c_0_with_bg_5.png,19.7448,0.8716,0.1389
model_968dba3a8655744f01c41d9e89d8586e_0/model_968dba3a8655744f01c41d9e89d8586e_0_with_bg_1.png,21.4638,0.8889,0.1845
model_968dba3a8655744f01c41d9e89d8586e_0/model_968dba3a8655744f01c41d9e89d8586e_0_with_bg_3.png,28.4627,0.9509,0.1057
model_968dba3a8655744f01c41d9e89d8586e_0/model_968dba3a8655744f01c41d9e89d8586e_0_with_bg_4.png,17.8283,0.8075,0.1695
model_968dba3a8655744f01c41d9e89d8586e_0/model_968dba3a8655744f01c41d9e89d8586e_0_with_bg_5.png,26.0406,0.9807,0.0313
model_9992de1cbe238085231f483a67b252bd_0/model_9992de1cbe238085231f483a67b252bd_0_with_bg_3.png,27.0001,0.9357,0.0727
model_9992de1cbe238085231f483a67b252bd_0/model_9992de1cbe238085231f483a67b252bd_0_with_bg_4.png,20.8569,0.9492,0.0940
model_9992de1cbe238085231f483a67b252bd_0/model_9992de1cbe238085231f483a67b252bd_0_with_bg_5.png,36.8586,0.9957,0.0051
model_99c4631c5b2e229625f5a14b627fd65f_0/model_99c4631c5b2e229625f5a14b627fd65f_0_with_bg_1.png,20.8920,0.7707,0.3680
model_9abe746085ec4a1ccf9b082346fbe04b_0/model_9abe746085ec4a1ccf9b082346fbe04b_0_with_bg_0.png,19.3405,0.8032,0.3558
model_9abe746085ec4a1ccf9b082346fbe04b_0/model_9abe746085ec4a1ccf9b082346fbe04b_0_with_bg_2.png,12.3221,0.4679,0.6233
model_9abe746085ec4a1ccf9b082346fbe04b_0/model_9abe746085ec4a1ccf9b082346fbe04b_0_with_bg_3.png,15.6079,0.7163,0.3046
model_9d7c33be6d7bb28e7c6a2561606af4da_0/model_9d7c33be6d7bb28e7c6a2561606af4da_0_with_bg_1.png,16.4097,0.6631,0.4934
model_9d7c33be6d7bb28e7c6a2561606af4da_0/model_9d7c33be6d7bb28e7c6a2561606af4da_0_with_bg_2.png,20.6717,0.8781,0.1837
model_9d7c33be6d7bb28e7c6a2561606af4da_0/model_9d7c33be6d7bb28e7c6a2561606af4da_0_with_bg_3.png,23.7680,0.9611,0.1515
model_9d7c33be6d7bb28e7c6a2561606af4da_0/model_9d7c33be6d7bb28e7c6a2561606af4da_0_with_bg_4.png,22.9705,0.9599,0.1453
model_9d7c33be6d7bb28e7c6a2561606af4da_0/model_9d7c33be6d7bb28e7c6a2561606af4da_0_with_bg_5.png,18.2808,0.9477,0.0827
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_0.png,17.2585,0.9104,0.1125
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_1.png,20.9662,0.6352,0.2093
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_2.png,15.7249,0.6940,0.2946
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_3.png,25.6557,0.9793,0.0523
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_4.png,18.9861,0.6826,0.2554
model_9ed506532d5e222fce76c051a65cff83_0/model_9ed506532d5e222fce76c051a65cff83_0_with_bg_5.png,22.8069,0.7178,0.2224
model_9efa7fac432c0261fb5eb87c635e22a1_0/model_9efa7fac432c0261fb5eb87c635e22a1_0_with_bg_1.png,13.9983,0.5244,0.5288
model_9efa7fac432c0261fb5eb87c635e22a1_0/model_9efa7fac432c0261fb5eb87c635e22a1_0_with_bg_2.png,20.8691,0.7928,0.1813
model_9efa7fac432c0261fb5eb87c635e22a1_0/model_9efa7fac432c0261fb5eb87c635e22a1_0_with_bg_4.png,18.6317,0.8082,0.2673
model_9f2b5fdbb40c0ec6cee73f954062838b_0/model_9f2b5fdbb40c0ec6cee73f954062838b_0_with_bg_1.png,15.3386,0.6749,0.4302
model_9f2b5fdbb40c0ec6cee73f954062838b_0/model_9f2b5fdbb40c0ec6cee73f954062838b_0_with_bg_2.png,19.8851,0.8397,0.2594
model_9f2b5fdbb40c0ec6cee73f954062838b_0/model_9f2b5fdbb40c0ec6cee73f954062838b_0_with_bg_5.png,17.4373,0.7166,0.3026
model_9f8890fc336a40dd93d8c74456cfde88_0/model_9f8890fc336a40dd93d8c74456cfde88_0_with_bg_0.png,23.0180,0.7797,0.1614
model_9f8890fc336a40dd93d8c74456cfde88_0/model_9f8890fc336a40dd93d8c74456cfde88_0_with_bg_1.png,16.8699,0.7849,0.2706
model_9f8890fc336a40dd93d8c74456cfde88_0/model_9f8890fc336a40dd93d8c74456cfde88_0_with_bg_2.png,22.3723,0.7789,0.1667
model_9f8890fc336a40dd93d8c74456cfde88_0/model_9f8890fc336a40dd93d8c74456cfde88_0_with_bg_5.png,13.9308,0.8146,0.3057
model_a16f3badad964d1cc1e16ed7370c03ca_0/model_a16f3badad964d1cc1e16ed7370c03ca_0_with_bg_2.png,21.0964,0.8607,0.2114
model_a1bcf6b2816256fc1c2d70d7b808af95_0/model_a1bcf6b2816256fc1c2d70d7b808af95_0_with_bg_1.png,16.5726,0.6006,0.5713
model_a1bcf6b2816256fc1c2d70d7b808af95_0/model_a1bcf6b2816256fc1c2d70d7b808af95_0_with_bg_2.png,14.7714,0.6861,0.4302
model_a1bcf6b2816256fc1c2d70d7b808af95_0/model_a1bcf6b2816256fc1c2d70d7b808af95_0_with_bg_3.png,27.0428,0.9830,0.0717
model_a1bcf6b2816256fc1c2d70d7b808af95_0/model_a1bcf6b2816256fc1c2d70d7b808af95_0_with_bg_4.png,23.0458,0.8036,0.2860
model_a1bcf6b2816256fc1c2d70d7b808af95_0/model_a1bcf6b2816256fc1c2d70d7b808af95_0_with_bg_5.png,24.9402,0.9610,0.2953
model_a289282b36f7b492426f957a262afcd3_0/model_a289282b36f7b492426f957a262afcd3_0_with_bg_5.png,20.1653,0.8647,0.1577
model_a2f9087cc855c7cc53b75bc6b5a2e602_0/model_a2f9087cc855c7cc53b75bc6b5a2e602_0_with_bg_0.png,16.6486,0.6799,0.4395
model_a2f9087cc855c7cc53b75bc6b5a2e602_0/model_a2f9087cc855c7cc53b75bc6b5a2e602_0_with_bg_2.png,22.0550,0.8460,0.2139
model_a2f9087cc855c7cc53b75bc6b5a2e602_0/model_a2f9087cc855c7cc53b75bc6b5a2e602_0_with_bg_3.png,19.5946,0.9046,0.1697
model_a2f9087cc855c7cc53b75bc6b5a2e602_0/model_a2f9087cc855c7cc53b75bc6b5a2e602_0_with_bg_4.png,18.1144,0.8815,0.1882
model_a2f9087cc855c7cc53b75bc6b5a2e602_0/model_a2f9087cc855c7cc53b75bc6b5a2e602_0_with_bg_5.png,19.9717,0.8429,0.1671
model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0/model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0_with_bg_1.png,15.6517,0.6406,0.4502
model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0/model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0_with_bg_2.png,20.1486,0.7591,0.2523
model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0/model_a3b5e4ed98b4a3eac3e548944c6f3ecc_0_with_bg_4.png,19.0828,0.8999,0.2412
model_a44a854c2a48618bacbc60b27a7632d9_0/model_a44a854c2a48618bacbc60b27a7632d9_0_with_bg_0.png,24.4192,0.8908,0.1756
model_a44a854c2a48618bacbc60b27a7632d9_0/model_a44a854c2a48618bacbc60b27a7632d9_0_with_bg_1.png,20.7636,0.7784,0.3531
model_a44a854c2a48618bacbc60b27a7632d9_0/model_a44a854c2a48618bacbc60b27a7632d9_0_with_bg_2.png,24.3421,0.8798,0.1501
model_a44a854c2a48618bacbc60b27a7632d9_0/model_a44a854c2a48618bacbc60b27a7632d9_0_with_bg_3.png,22.2635,0.8246,0.1840
model_a44a854c2a48618bacbc60b27a7632d9_0/model_a44a854c2a48618bacbc60b27a7632d9_0_with_bg_4.png,22.7648,0.8015,0.2354
model_a4b01808e789fb17bbf1265d99b9517d_0/model_a4b01808e789fb17bbf1265d99b9517d_0_with_bg_1.png,20.5241,0.7750,0.1421
model_a4b01808e789fb17bbf1265d99b9517d_0/model_a4b01808e789fb17bbf1265d99b9517d_0_with_bg_2.png,20.6876,0.7938,0.1527
model_a6019f3efa7a63c5cc9dc5b0fdfa26aa_0/model_a6019f3efa7a63c5cc9dc5b0fdfa26aa_0_with_bg_1.png,22.0821,0.8608,0.2427
model_a6019f3efa7a63c5cc9dc5b0fdfa26aa_0/model_a6019f3efa7a63c5cc9dc5b0fdfa26aa_0_with_bg_4.png,21.4421,0.7084,0.3303
model_a630dda3adee3bca36d65583ebc437e2_0/model_a630dda3adee3bca36d65583ebc437e2_0_with_bg_0.png,12.0512,0.6776,0.3370
model_a630dda3adee3bca36d65583ebc437e2_0/model_a630dda3adee3bca36d65583ebc437e2_0_with_bg_1.png,19.8889,0.7099,0.3447
model_a630dda3adee3bca36d65583ebc437e2_0/model_a630dda3adee3bca36d65583ebc437e2_0_with_bg_2.png,16.1317,0.8462,0.2112
model_a630dda3adee3bca36d65583ebc437e2_0/model_a630dda3adee3bca36d65583ebc437e2_0_with_bg_5.png,16.1072,0.7637,0.3390
model_a6c848d48e74fbbab83e72a3175a418d_0/model_a6c848d48e74fbbab83e72a3175a418d_0_with_bg_3.png,24.7186,0.9604,0.1306
model_a6c848d48e74fbbab83e72a3175a418d_0/model_a6c848d48e74fbbab83e72a3175a418d_0_with_bg_4.png,24.2752,0.9581,0.1517
model_a6c848d48e74fbbab83e72a3175a418d_0/model_a6c848d48e74fbbab83e72a3175a418d_0_with_bg_5.png,14.7103,0.7909,0.4812
model_a8a31867efe1ae7c154086ff8c4f89a7_0/model_a8a31867efe1ae7c154086ff8c4f89a7_0_with_bg_1.png,13.9940,0.4859,0.6257
model_a8a31867efe1ae7c154086ff8c4f89a7_0/model_a8a31867efe1ae7c154086ff8c4f89a7_0_with_bg_2.png,23.0517,0.8605,0.2364
model_a8a31867efe1ae7c154086ff8c4f89a7_0/model_a8a31867efe1ae7c154086ff8c4f89a7_0_with_bg_4.png,17.4333,0.8268,0.3264
model_a97ac03dbbbe5e6b3b315192f54ab280_0/model_a97ac03dbbbe5e6b3b315192f54ab280_0_with_bg_0.png,22.1531,0.7744,0.3114
model_a97ac03dbbbe5e6b3b315192f54ab280_0/model_a97ac03dbbbe5e6b3b315192f54ab280_0_with_bg_1.png,19.5187,0.7368,0.3820
model_a97ac03dbbbe5e6b3b315192f54ab280_0/model_a97ac03dbbbe5e6b3b315192f54ab280_0_with_bg_2.png,20.9355,0.7740,0.3453
model_a97ac03dbbbe5e6b3b315192f54ab280_0/model_a97ac03dbbbe5e6b3b315192f54ab280_0_with_bg_4.png,26.6205,0.9777,0.0291
model_ab0b4ed5e57d35460c95c01183bff517_0/model_ab0b4ed5e57d35460c95c01183bff517_0_with_bg_1.png,20.8099,0.8856,0.2274
model_ab0b4ed5e57d35460c95c01183bff517_0/model_ab0b4ed5e57d35460c95c01183bff517_0_with_bg_4.png,20.6205,0.7010,0.3833
model_ab2688697e4a233d05ab86bdbd69e7fd_0/model_ab2688697e4a233d05ab86bdbd69e7fd_0_with_bg_4.png,21.3259,0.8848,0.0909
model_ab2688697e4a233d05ab86bdbd69e7fd_0/model_ab2688697e4a233d05ab86bdbd69e7fd_0_with_bg_5.png,25.9381,0.9478,0.0783
model_ab48de5004ce4f6e951ec3a409bef2d2_0/model_ab48de5004ce4f6e951ec3a409bef2d2_0_with_bg_0.png,21.7915,0.8536,0.2366
model_ad4c59a26dc5c4be97a8a8bf30b33211_0/model_ad4c59a26dc5c4be97a8a8bf30b33211_0_with_bg_0.png,18.3207,0.9343,0.0863
model_ad4c59a26dc5c4be97a8a8bf30b33211_0/model_ad4c59a26dc5c4be97a8a8bf30b33211_0_with_bg_1.png,22.1517,0.7376,0.2157
model_ad4c59a26dc5c4be97a8a8bf30b33211_0/model_ad4c59a26dc5c4be97a8a8bf30b33211_0_with_bg_4.png,20.7233,0.7971,0.3440
model_adeae97e61a5e3e9e2f8fe609c451501_0/model_adeae97e61a5e3e9e2f8fe609c451501_0_with_bg_3.png,21.0612,0.7845,0.4628
model_adeae97e61a5e3e9e2f8fe609c451501_0/model_adeae97e61a5e3e9e2f8fe609c451501_0_with_bg_4.png,23.6210,0.9282,0.1362
model_adeae97e61a5e3e9e2f8fe609c451501_0/model_adeae97e61a5e3e9e2f8fe609c451501_0_with_bg_5.png,18.1342,0.7572,0.4474
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_0.png,17.3603,0.9166,0.1054
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_1.png,21.4851,0.6368,0.2109
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_2.png,18.8595,0.7963,0.1953
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_3.png,25.8254,0.9798,0.0517
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_4.png,19.3734,0.6895,0.2588
model_af5c3da1372e5d649db6f6e98caa7141_0/model_af5c3da1372e5d649db6f6e98caa7141_0_with_bg_5.png,22.2440,0.7167,0.2248
model_b0c0a9931aba329cd0349bbd1edf0bf0_0/model_b0c0a9931aba329cd0349bbd1edf0bf0_0_with_bg_3.png,17.3672,0.8939,0.1103
model_b0c0a9931aba329cd0349bbd1edf0bf0_0/model_b0c0a9931aba329cd0349bbd1edf0bf0_0_with_bg_4.png,14.4105,0.7043,0.2007
model_b0c0a9931aba329cd0349bbd1edf0bf0_0/model_b0c0a9931aba329cd0349bbd1edf0bf0_0_with_bg_5.png,22.5371,0.9573,0.3206
model_b0e89a95cfb379d61098e2a81675eb5d_0/model_b0e89a95cfb379d61098e2a81675eb5d_0_with_bg_1.png,16.0159,0.6058,0.5614
model_b0e89a95cfb379d61098e2a81675eb5d_0/model_b0e89a95cfb379d61098e2a81675eb5d_0_with_bg_2.png,14.2511,0.5998,0.5636
model_b0e89a95cfb379d61098e2a81675eb5d_0/model_b0e89a95cfb379d61098e2a81675eb5d_0_with_bg_3.png,23.9254,0.9707,0.1387
model_b0e89a95cfb379d61098e2a81675eb5d_0/model_b0e89a95cfb379d61098e2a81675eb5d_0_with_bg_4.png,19.7994,0.7906,0.2726
model_b0e89a95cfb379d61098e2a81675eb5d_0/model_b0e89a95cfb379d61098e2a81675eb5d_0_with_bg_5.png,24.4133,0.9636,0.2567
model_b15e89899b34c24f2106c8d748d1ca2a_0/model_b15e89899b34c24f2106c8d748d1ca2a_0_with_bg_1.png,14.2657,0.4695,0.6796
model_b15e89899b34c24f2106c8d748d1ca2a_0/model_b15e89899b34c24f2106c8d748d1ca2a_0_with_bg_2.png,15.6182,0.6029,0.5290
model_b15e89899b34c24f2106c8d748d1ca2a_0/model_b15e89899b34c24f2106c8d748d1ca2a_0_with_bg_4.png,19.0919,0.9112,0.3056
model_b15e89899b34c24f2106c8d748d1ca2a_0/model_b15e89899b34c24f2106c8d748d1ca2a_0_with_bg_5.png,25.6332,0.8372,0.1819
model_b45341c84a8e9d4e65ca445db2997785_0/model_b45341c84a8e9d4e65ca445db2997785_0_with_bg_0.png,17.0415,0.7285,0.4602
model_b45341c84a8e9d4e65ca445db2997785_0/model_b45341c84a8e9d4e65ca445db2997785_0_with_bg_3.png,22.1436,0.7200,0.3290
model_b45341c84a8e9d4e65ca445db2997785_0/model_b45341c84a8e9d4e65ca445db2997785_0_with_bg_4.png,17.1655,0.6505,0.2026
model_b5d0d644361a107da28f96753c23de8d_0/model_b5d0d644361a107da28f96753c23de8d_0_with_bg_0.png,15.1100,0.5718,0.5624
model_b5d0d644361a107da28f96753c23de8d_0/model_b5d0d644361a107da28f96753c23de8d_0_with_bg_3.png,21.3114,0.7342,0.3352
model_b5d0d644361a107da28f96753c23de8d_0/model_b5d0d644361a107da28f96753c23de8d_0_with_bg_4.png,17.5526,0.7159,0.3024
model_b5d0d644361a107da28f96753c23de8d_0/model_b5d0d644361a107da28f96753c23de8d_0_with_bg_5.png,23.6815,0.9148,0.3194
model_b6ff9a97c5288a72514c0ef470373b6e_0/model_b6ff9a97c5288a72514c0ef470373b6e_0_with_bg_0.png,13.8396,0.5429,0.5939
model_b9bc28c70a87d9187e22557e3f814763_0/model_b9bc28c70a87d9187e22557e3f814763_0_with_bg_2.png,23.0018,0.8752,0.2950
model_b9bc28c70a87d9187e22557e3f814763_0/model_b9bc28c70a87d9187e22557e3f814763_0_with_bg_5.png,29.9099,0.9660,0.0795
model_ba24f7eedb02ff61cf79dd0baa47e581_0/model_ba24f7eedb02ff61cf79dd0baa47e581_0_with_bg_1.png,24.6924,0.9371,0.1444
model_bb04c2bbcf66de9542fd2d0c8c12c557_0/model_bb04c2bbcf66de9542fd2d0c8c12c557_0_with_bg_1.png,14.6697,0.5656,0.5102
model_bb04c2bbcf66de9542fd2d0c8c12c557_0/model_bb04c2bbcf66de9542fd2d0c8c12c557_0_with_bg_2.png,19.7211,0.7784,0.2667
model_bb04c2bbcf66de9542fd2d0c8c12c557_0/model_bb04c2bbcf66de9542fd2d0c8c12c557_0_with_bg_4.png,17.7524,0.8642,0.2444
model_bc75694e8dc329eb1a4664899a539316_0/model_bc75694e8dc329eb1a4664899a539316_0_with_bg_0.png,13.6311,0.5173,0.6236
