image,count_a,count_b,matched,coverage,mean_iou,count_delta
model_4a498bd0d03d777b4165cc0d6991fd76_0/model_4a498bd0d03d777b4165cc0d6991fd76_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_4b11fa91297d7b8fdd9e1597018a8bf4_0/model_4b11fa91297d7b8fdd9e1597018a8bf4_0_with_bg_0.png,1.0000,1.0000,1.0000,1.0000,0.9797,0.0000
model_4b28a6fd5ce4669cc358e225f57fc25d_0/model_4b28a6fd5ce4669cc358e225f57fc25d_0_with_bg_4.png,1.0000,1.0000,1.0000,1.0000,0.8988,0.0000
model_4b28a6fd5ce4669cc358e225f57fc25d_0/model_4b28a6fd5ce4669cc358e225f57fc25d_0_with_bg_5.png,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000
model_4b2e9db24e5683b29b03ce6265ee553a_0/model_4b2e9db24e5683b29b03ce6265ee553a_0_with_bg_1.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_4b2e9db24e5683b29b03ce6265ee553a_0/model_4b2e9db24e5683b29b03ce6265ee553a_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_4b2e9db24e5683b29b03ce6265ee553a_0/model_4b2e9db24e5683b29b03ce6265ee553a_0_with_bg_4.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_4b2e9db24e5683b29b03ce6265ee553a_0/model_4b2e9db24e5683b29b03ce6265ee553a_0_with_bg_5.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_4d10f78c4c5557ef4169dc2fc1e400bb_0/model_4d10f78c4c5557ef4169dc2fc1e400bb_0_with_bg_0.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_4d10f78c4c5557ef4169dc2fc1e400bb_0/model_4d10f78c4c5557ef4169dc2fc1e400bb_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_4d8094bec7ac69df21a6e2d95da1956b_0/model_4d8094bec7ac69df21a6e2d95da1956b_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_4dc19a6c5c137a663ad3667e57254df0_0/model_4dc19a6c5c137a663ad3667e57254df0_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_4dc19a6c5c137a663ad3667e57254df0_0/model_4dc19a6c5c137a663ad3667e57254df0_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_4dc19a6c5c137a663ad3667e57254df0_0/model_4dc19a6c5c137a663ad3667e57254df0_0_with_bg_4.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_4dc19a6c5c137a663ad3667e57254df0_0/model_4dc19a6c5c137a663ad3667e57254df0_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_50899c21768abdda157b27d84e8afef1_0/model_50899c21768abdda157b27d84e8afef1_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_50899c21768abdda157b27d84e8afef1_0/model_50899c21768abdda157b27d84e8afef1_0_with_bg_1.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_50899c21768abdda157b27d84e8afef1_0/model_50899c21768abdda157b27d84e8afef1_0_with_bg_2.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_50899c21768abdda157b27d84e8afef1_0/model_50899c21768abdda157b27d84e8afef1_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_50899c21768abdda157b27d84e8afef1_0/model_50899c21768abdda157b27d84e8afef1_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_530f1e3ea863cbc3a5589d75f3d72daa_0/model_530f1e3ea863cbc3a5589d75f3d72daa_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_530f1e3ea863cbc3a5589d75f3d72daa_0/model_530f1e3ea863cbc3a5589d75f3d72daa_0_with_bg_2.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_530f1e3ea863cbc3a5589d75f3d72daa_0/model_530f1e3ea863cbc3a5589d75f3d72daa_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_0.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_53895fb3d803f5057b103e68500ec605_0/model_53895fb3d803f5057b103e68500ec605_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_53895fb3d803f5057b103e68500ec605_0/model_53895fb3d803f5057b103e68500ec605_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_3.png,0.0000,2.0000,0.0000,0.0000,0.0000,2.0000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_2.png,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_3.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5708c27811ab0885df26c51e280d1a27_0/model_5708c27811ab0885df26c51e280d1a27_0_with_bg_2.png,1.0000,1.0000,1.0000,1.0000,0.9733,0.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_1.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_5.png,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_0.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_1.png,3.0000,2.0000,1.0000,0.3333,0.9879,1.0000
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_1.png,1.0000,2.0000,1.0000,0.5000,0.9898,1.0000
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_2.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_3.png,3.0000,3.0000,3.0000,1.0000,0.9507,0.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_59132218d380c69f5f507e6abdda0ee7_0/model_59132218d380c69f5f507e6abdda0ee7_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_59132218d380c69f5f507e6abdda0ee7_0/model_59132218d380c69f5f507e6abdda0ee7_0_with_bg_1.png,0.0000,2.0000,0.0000,0.0000,0.0000,2.0000
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_5.png,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_2.png,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_5.png,1.0000,1.0000,1.0000,1.0000,0.9810,0.0000
model_5b288d53070ceec87f070a0925eba860_0/model_5b288d53070ceec87f070a0925eba860_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5b288d53070ceec87f070a0925eba860_0/model_5b288d53070ceec87f070a0925eba860_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5bbbd369c47201bae4d9289bdaf887b6_0/model_5bbbd369c47201bae4d9289bdaf887b6_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_2.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_3.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_4.png,1.0000,1.0000,1.0000,1.0000,0.9812,0.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_0.png,1.0000,1.0000,1.0000,1.0000,0.9836,0.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_4.png,2.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_5.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_5eb398895ecd3a726d31cb6046f6a454_0/model_5eb398895ecd3a726d31cb6046f6a454_0_with_bg_2.png,1.0000,1.0000,1.0000,1.0000,0.9947,0.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5ffb33c90e8f86778a1d0a03112a9e1f_0/model_5ffb33c90e8f86778a1d0a03112a9e1f_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_5ffb33c90e8f86778a1d0a03112a9e1f_0/model_5ffb33c90e8f86778a1d0a03112a9e1f_0_with_bg_1.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_60cdc458b8dd1e591e9acb0841209da5_0/model_60cdc458b8dd1e591e9acb0841209da5_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_60cdc458b8dd1e591e9acb0841209da5_0/model_60cdc458b8dd1e591e9acb0841209da5_0_with_bg_5.png,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
model_617ee0fe03de2b674f7dd12d92668d43_0/model_617ee0fe03de2b674f7dd12d92668d43_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_617ee0fe03de2b674f7dd12d92668d43_0/model_617ee0fe03de2b674f7dd12d92668d43_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_64ab75ea6f6ebf9ef82c37e0a9da422d_0/model_64ab75ea6f6ebf9ef82c37e0a9da422d_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_64ab75ea6f6ebf9ef82c37e0a9da422d_0/model_64ab75ea6f6ebf9ef82c37e0a9da422d_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6528d8f6cb9f7cea128669eb32d54aa0_0/model_6528d8f6cb9f7cea128669eb32d54aa0_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_68804d8de1471394dde0b647de3226dd_0/model_68804d8de1471394dde0b647de3226dd_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_68804d8de1471394dde0b647de3226dd_0/model_68804d8de1471394dde0b647de3226dd_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6a4368027dbc80bb82c3d535546fd2cf_0/model_6a4368027dbc80bb82c3d535546fd2cf_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_1.png,2.0000,2.0000,1.0000,0.5000,0.9906,0.0000
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6bb518207a7e2cddccaef8c3ca3d6911_0/model_6bb518207a7e2cddccaef8c3ca3d6911_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6bb518207a7e2cddccaef8c3ca3d6911_0/model_6bb518207a7e2cddccaef8c3ca3d6911_0_with_bg_5.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_2.png,5.0000,0.0000,0.0000,0.0000,0.0000,5.0000
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6d8e44485895572b312547bc918d250b_0/model_6d8e44485895572b312547bc918d250b_0_with_bg_0.png,0.0000,2.0000,0.0000,0.0000,0.0000,2.0000
model_6d8e44485895572b312547bc918d250b_0/model_6d8e44485895572b312547bc918d250b_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_0.png,1.0000,1.0000,1.0000,1.0000,0.9737,0.0000
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_4.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_5.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_6f029f90e15f5e4042a7d63bd5ecce49_0/model_6f029f90e15f5e4042a7d63bd5ecce49_0_with_bg_1.png,4.0000,5.0000,0.0000,0.0000,0.0000,1.0000
model_6f029f90e15f5e4042a7d63bd5ecce49_0/model_6f029f90e15f5e4042a7d63bd5ecce49_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_7111a3a3178b08c4c08561d491cd049d_0/model_7111a3a3178b08c4c08561d491cd049d_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_7111a3a3178b08c4c08561d491cd049d_0/model_7111a3a3178b08c4c08561d491cd049d_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_1.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_5.png,1.0000,1.0000,1.0000,1.0000,0.9822,0.0000
model_72d1b53d4706f289f89a7ab94dd10b84_0/model_72d1b53d4706f289f89a7ab94dd10b84_0_with_bg_2.png,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000
model_7372e79ad58fe463d00d5668530f4c67_0/model_7372e79ad58fe463d00d5668530f4c67_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_1.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_73df2d9038831388c38ce0cad523ddfb_0/model_73df2d9038831388c38ce0cad523ddfb_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_73df2d9038831388c38ce0cad523ddfb_0/model_73df2d9038831388c38ce0cad523ddfb_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_749a4b3339b80f526e09464e44174dc2_0/model_749a4b3339b80f526e09464e44174dc2_0_with_bg_0.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_74d84c5f19aa06981f494eadf61dbc10_0/model_74d84c5f19aa06981f494eadf61dbc10_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_74d84c5f19aa06981f494eadf61dbc10_0/model_74d84c5f19aa06981f494eadf61dbc10_0_with_bg_5.png,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
model_74f4404087faf3750276f01b9ea21ef7_0/model_74f4404087faf3750276f01b9ea21ef7_0_with_bg_0.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_74f4404087faf3750276f01b9ea21ef7_0/model_74f4404087faf3750276f01b9ea21ef7_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_0.png,1.0000,1.0000,1.0000,1.0000,0.9884,0.0000
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_1.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_2.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_4.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
model_75407ed11587fd3f37dcba049640d923_0/model_75407ed11587fd3f37dcba049640d923_0_with_bg_3.png,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
