image,pixel_agreement,miou_proxy
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_3.png,1.0000,1.0000
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_4.png,0.9972,0.4986
model_537b28ed805920824897f869af0d4a8d_0/model_537b28ed805920824897f869af0d4a8d_0_with_bg_5.png,1.0000,1.0000
model_53895fb3d803f5057b103e68500ec605_0/model_53895fb3d803f5057b103e68500ec605_0_with_bg_2.png,1.0000,1.0000
model_53895fb3d803f5057b103e68500ec605_0/model_53895fb3d803f5057b103e68500ec605_0_with_bg_4.png,0.9431,0.3144
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_0.png,1.0000,0.5000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_3.png,0.9938,0.3313
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_4.png,1.0000,1.0000
model_5415431cd8d8eb1084794447e23d9a8c_0/model_5415431cd8d8eb1084794447e23d9a8c_0_with_bg_5.png,1.0000,1.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_1.png,1.0000,1.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_2.png,1.0000,1.0000
model_5422390a849c5d3ea823c04c5652deec_0/model_5422390a849c5d3ea823c04c5652deec_0_with_bg_4.png,0.7968,0.4933
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_0.png,1.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_1.png,1.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_2.png,1.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_3.png,1.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_4.png,1.0000,1.0000
model_55391d8a695714486bf733bb2a7daa66_0/model_55391d8a695714486bf733bb2a7daa66_0_with_bg_5.png,1.0000,1.0000
model_5708c27811ab0885df26c51e280d1a27_0/model_5708c27811ab0885df26c51e280d1a27_0_with_bg_2.png,0.9270,0.4635
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_0.png,1.0000,1.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_1.png,1.0000,1.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_2.png,1.0000,1.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_4.png,1.0000,1.0000
model_57785d2f969fdcbb9168fee7a0a7bd6d_0/model_57785d2f969fdcbb9168fee7a0a7bd6d_0_with_bg_5.png,0.6983,0.4285
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_0.png,1.0000,1.0000
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_1.png,0.9776,0.5958
model_57d6a38fa13a55f7beaf52e60202ba31_0/model_57d6a38fa13a55f7beaf52e60202ba31_0_with_bg_2.png,0.9995,0.4997
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_0.png,0.9993,0.4997
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_1.png,0.9841,0.3280
model_581993fc2e5aae4f13562c23530983dd_0/model_581993fc2e5aae4f13562c23530983dd_0_with_bg_2.png,1.0000,0.5000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_0.png,1.0000,1.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_1.png,0.9980,0.4990
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_2.png,0.9997,0.4998
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_3.png,1.0000,1.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_4.png,1.0000,1.0000
model_58397bb09bfea7a8f8e1a80e86bb08e4_0/model_58397bb09bfea7a8f8e1a80e86bb08e4_0_with_bg_5.png,1.0000,1.0000
model_59132218d380c69f5f507e6abdda0ee7_0/model_59132218d380c69f5f507e6abdda0ee7_0_with_bg_0.png,1.0000,1.0000
model_59132218d380c69f5f507e6abdda0ee7_0/model_59132218d380c69f5f507e6abdda0ee7_0_with_bg_1.png,0.9964,0.4982
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_1.png,1.0000,1.0000
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_2.png,1.0000,1.0000
model_5a3b7929eb428e782b54fd8422219002_0/model_5a3b7929eb428e782b54fd8422219002_0_with_bg_5.png,0.9985,0.4993
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_2.png,0.9703,0.3253
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_3.png,1.0000,1.0000
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_4.png,0.9189,0.5217
model_5af3c9049e217021686359d76d2b2364_0/model_5af3c9049e217021686359d76d2b2364_0_with_bg_5.png,0.9822,0.9577
model_5b288d53070ceec87f070a0925eba860_0/model_5b288d53070ceec87f070a0925eba860_0_with_bg_0.png,0.9358,0.4907
model_5b288d53070ceec87f070a0925eba860_0/model_5b288d53070ceec87f070a0925eba860_0_with_bg_2.png,1.0000,1.0000
model_5bbbd369c47201bae4d9289bdaf887b6_0/model_5bbbd369c47201bae4d9289bdaf887b6_0_with_bg_1.png,1.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_2.png,1.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_3.png,1.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_4.png,1.0000,1.0000
model_5bd6021b5f1972e2d5869278a0df9041_0/model_5bd6021b5f1972e2d5869278a0df9041_0_with_bg_5.png,1.0000,1.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_0.png,0.9963,0.4982
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_3.png,1.0000,1.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_4.png,1.0000,1.0000
model_5cb52efdcc62736bc317932cc8441d9b_0/model_5cb52efdcc62736bc317932cc8441d9b_0_with_bg_5.png,1.0000,1.0000
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_0.png,0.9408,0.4704
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_1.png,0.8614,0.5600
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_2.png,0.9476,0.4745
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_3.png,0.9985,0.4993
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_4.png,0.9130,0.5211
model_5cee222501abc9d35d6d48cb22e472a7_0/model_5cee222501abc9d35d6d48cb22e472a7_0_with_bg_5.png,0.9795,0.6627
model_5eb398895ecd3a726d31cb6046f6a454_0/model_5eb398895ecd3a726d31cb6046f6a454_0_with_bg_2.png,0.9301,0.4650
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_1.png,0.9955,0.4977
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_3.png,1.0000,1.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_4.png,1.0000,1.0000
model_5ef7ac49139a2cff25060d0ca186f29c_0/model_5ef7ac49139a2cff25060d0ca186f29c_0_with_bg_5.png,1.0000,1.0000
model_5ffb33c90e8f86778a1d0a03112a9e1f_0/model_5ffb33c90e8f86778a1d0a03112a9e1f_0_with_bg_0.png,1.0000,1.0000
model_5ffb33c90e8f86778a1d0a03112a9e1f_0/model_5ffb33c90e8f86778a1d0a03112a9e1f_0_with_bg_1.png,1.0000,1.0000
model_60cdc458b8dd1e591e9acb0841209da5_0/model_60cdc458b8dd1e591e9acb0841209da5_0_with_bg_2.png,0.9205,0.3068
model_60cdc458b8dd1e591e9acb0841209da5_0/model_60cdc458b8dd1e591e9acb0841209da5_0_with_bg_5.png,0.8028,0.4063
model_617ee0fe03de2b674f7dd12d92668d43_0/model_617ee0fe03de2b674f7dd12d92668d43_0_with_bg_1.png,1.0000,1.0000
model_617ee0fe03de2b674f7dd12d92668d43_0/model_617ee0fe03de2b674f7dd12d92668d43_0_with_bg_2.png,1.0000,1.0000
model_64ab75ea6f6ebf9ef82c37e0a9da422d_0/model_64ab75ea6f6ebf9ef82c37e0a9da422d_0_with_bg_1.png,1.0000,1.0000
model_64ab75ea6f6ebf9ef82c37e0a9da422d_0/model_64ab75ea6f6ebf9ef82c37e0a9da422d_0_with_bg_4.png,1.0000,1.0000
model_6528d8f6cb9f7cea128669eb32d54aa0_0/model_6528d8f6cb9f7cea128669eb32d54aa0_0_with_bg_1.png,1.0000,1.0000
model_68804d8de1471394dde0b647de3226dd_0/model_68804d8de1471394dde0b647de3226dd_0_with_bg_0.png,1.0000,1.0000
model_68804d8de1471394dde0b647de3226dd_0/model_68804d8de1471394dde0b647de3226dd_0_with_bg_3.png,1.0000,1.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_1.png,0.9991,0.4995
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_3.png,1.0000,1.0000
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_4.png,0.9715,0.4858
model_69145a71eef0644a40e888cd5cd3d718_0/model_69145a71eef0644a40e888cd5cd3d718_0_with_bg_5.png,1.0000,1.0000
model_6a4368027dbc80bb82c3d535546fd2cf_0/model_6a4368027dbc80bb82c3d535546fd2cf_0_with_bg_4.png,0.9205,0.4602
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_0.png,0.9993,0.4997
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_1.png,0.9768,0.3256
model_6aad82126e021a53a3a4023a87a934b7_0/model_6aad82126e021a53a3a4023a87a934b7_0_with_bg_2.png,0.9980,0.4990
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_1.png,1.0000,1.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_2.png,1.0000,1.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_3.png,1.0000,1.0000
model_6b93eeb8c4173f0a8704444097047ff9_0/model_6b93eeb8c4173f0a8704444097047ff9_0_with_bg_4.png,0.9998,0.4999
model_6bb518207a7e2cddccaef8c3ca3d6911_0/model_6bb518207a7e2cddccaef8c3ca3d6911_0_with_bg_4.png,1.0000,1.0000
model_6bb518207a7e2cddccaef8c3ca3d6911_0/model_6bb518207a7e2cddccaef8c3ca3d6911_0_with_bg_5.png,0.6709,0.3404
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_2.png,0.9963,0.4981
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_3.png,1.0000,1.0000
model_6bd0f78b935f169c47c8a166ac0e7d5c_0/model_6bd0f78b935f169c47c8a166ac0e7d5c_0_with_bg_4.png,1.0000,1.0000
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_0.png,0.9988,0.4994
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_2.png,1.0000,1.0000
model_6ca19e6b3a53bae9de5d9f566fcf177a_0/model_6ca19e6b3a53bae9de5d9f566fcf177a_0_with_bg_3.png,1.0000,1.0000
model_6d8e44485895572b312547bc918d250b_0/model_6d8e44485895572b312547bc918d250b_0_with_bg_0.png,1.0000,1.0000
model_6d8e44485895572b312547bc918d250b_0/model_6d8e44485895572b312547bc918d250b_0_with_bg_1.png,1.0000,1.0000
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_0.png,0.9531,0.4765
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_3.png,0.9817,0.8571
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_4.png,0.9554,0.4777
model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0/model_6dd3fbfde87aeb4bf28fd2ebee49cf90_0_with_bg_5.png,1.0000,1.0000
model_6f029f90e15f5e4042a7d63bd5ecce49_0/model_6f029f90e15f5e4042a7d63bd5ecce49_0_with_bg_1.png,1.0000,1.0000
model_6f029f90e15f5e4042a7d63bd5ecce49_0/model_6f029f90e15f5e4042a7d63bd5ecce49_0_with_bg_2.png,0.9997,0.4998
model_7111a3a3178b08c4c08561d491cd049d_0/model_7111a3a3178b08c4c08561d491cd049d_0_with_bg_2.png,1.0000,1.0000
model_7111a3a3178b08c4c08561d491cd049d_0/model_7111a3a3178b08c4c08561d491cd049d_0_with_bg_4.png,0.9857,0.4928
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_0.png,0.9887,0.9294
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_1.png,0.8846,0.4423
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_2.png,0.9987,0.4993
model_724cc1bf5f4d5c337be19065f62a5b9b_0/model_724cc1bf5f4d5c337be19065f62a5b9b_0_with_bg_5.png,1.0000,1.0000
model_72d1b53d4706f289f89a7ab94dd10b84_0/model_72d1b53d4706f289f89a7ab94dd10b84_0_with_bg_2.png,0.9617,0.4808
model_7372e79ad58fe463d00d5668530f4c67_0/model_7372e79ad58fe463d00d5668530f4c67_0_with_bg_1.png,0.9984,0.4992
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_0.png,1.0000,1.0000
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_1.png,1.0000,1.0000
model_73cfdb785448e897da6b27546f3e4b64_0/model_73cfdb785448e897da6b27546f3e4b64_0_with_bg_4.png,1.0000,1.0000
model_73df2d9038831388c38ce0cad523ddfb_0/model_73df2d9038831388c38ce0cad523ddfb_0_with_bg_0.png,0.9986,0.4993
model_73df2d9038831388c38ce0cad523ddfb_0/model_73df2d9038831388c38ce0cad523ddfb_0_with_bg_4.png,0.9120,0.4560
model_749a4b3339b80f526e09464e44174dc2_0/model_749a4b3339b80f526e09464e44174dc2_0_with_bg_0.png,0.9752,0.8477
model_74d84c5f19aa06981f494eadf61dbc10_0/model_74d84c5f19aa06981f494eadf61dbc10_0_with_bg_2.png,0.8663,0.4612
model_74d84c5f19aa06981f494eadf61dbc10_0/model_74d84c5f19aa06981f494eadf61dbc10_0_with_bg_5.png,0.9984,0.4992
model_74f4404087faf3750276f01b9ea21ef7_0/model_74f4404087faf3750276f01b9ea21ef7_0_with_bg_0.png,1.0000,1.0000
model_74f4404087faf3750276f01b9ea21ef7_0/model_74f4404087faf3750276f01b9ea21ef7_0_with_bg_2.png,0.9418,0.3139
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_0.png,0.9991,0.4996
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_1.png,0.8212,0.4106
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_2.png,0.9949,0.4975
model_75072c77146b45d3ce6a116200fdc3dc_0/model_75072c77146b45d3ce6a116200fdc3dc_0_with_bg_4.png,1.0000,1.0000
model_75407ed11587fd3f37dcba049640d923_0/model_75407ed11587fd3f37dcba049640d923_0_with_bg_3.png,1.0000,1.0000
model_75407ed11587fd3f37dcba049640d923_0/model_75407ed11587fd3f37dcba049640d923_0_with_bg_4.png,1.0000,1.0000
model_75407ed11587fd3f37dcba049640d923_0/model_75407ed11587fd3f37dcba049640d923_0_with_bg_5.png,1.0000,1.0000
model_758527e44811dd322f7965980f673e0a_0/model_758527e44811dd322f7965980f673e0a_0_with_bg_0.png,1.0000,1.0000
model_758527e44811dd322f7965980f673e0a_0/model_758527e44811dd322f7965980f673e0a_0_with_bg_2.png,0.9945,0.4973
model_758527e44811dd322f7965980f673e0a_0/model_758527e44811dd322f7965980f673e0a_0_with_bg_3.png,1.0000,1.0000
model_758527e44811dd322f7965980f673e0a_0/model_758527e44811dd322f7965980f673e0a_0_with_bg_4.png,0.9988,0.4994
model_767ca46a4b51f40246a2742b80f50ad5_0/model_767ca46a4b51f40246a2742b80f50ad5_0_with_bg_0.png,0.9776,0.4888
model_767ca46a4b51f40246a2742b80f50ad5_0/model_767ca46a4b51f40246a2742b80f50ad5_0_with_bg_1.png,1.0000,1.0000
model_767ca46a4b51f40246a2742b80f50ad5_0/model_767ca46a4b51f40246a2742b80f50ad5_0_with_bg_2.png,1.0000,1.0000
model_767ca46a4b51f40246a2742b80f50ad5_0/model_767ca46a4b51f40246a2742b80f50ad5_0_with_bg_3.png,1.0000,1.0000
model_7850adaeead21a67550d1063c0aacc26_0/model_7850adaeead21a67550d1063c0aacc26_0_with_bg_1.png,0.9999,0.4999
model_78a53b6235424a69c78125820024c2d2_0/model_78a53b6235424a69c78125820024c2d2_0_with_bg_0.png,0.9929,0.5160
model_78a53b6235424a69c78125820024c2d2_0/model_78a53b6235424a69c78125820024c2d2_0_with_bg_1.png,1.0000,1.0000
model_78a53b6235424a69c78125820024c2d2_0/model_78a53b6235424a69c78125820024c2d2_0_with_bg_2.png,1.0000,1.0000
model_78a53b6235424a69c78125820024c2d2_0/model_78a53b6235424a69c78125820024c2d2_0_with_bg_4.png,0.9997,0.4998
model_79ab4992f83b46648b56350d7d283504_0/model_79ab4992f83b46648b56350d7d283504_0_with_bg_1.png,0.9935,0.4967
model_79ab4992f83b46648b56350d7d283504_0/model_79ab4992f83b46648b56350d7d283504_0_with_bg_2.png,0.9900,0.4950
model_79ab4992f83b46648b56350d7d283504_0/model_79ab4992f83b46648b56350d7d283504_0_with_bg_4.png,1.0000,1.0000
model_79ab4992f83b46648b56350d7d283504_0/model_79ab4992f83b46648b56350d7d283504_0_with_bg_5.png,1.0000,1.0000
model_79f8bb27167c4f1912943099a6d14653_0/model_79f8bb27167c4f1912943099a6d14653_0_with_bg_2.png,0.8743,0.2914
model_79f8bb27167c4f1912943099a6d14653_0/model_79f8bb27167c4f1912943099a6d14653_0_with_bg_5.png,0.8188,0.2729
model_7c096adc2d96bde7c3ad8055be46c64b_0/model_7c096adc2d96bde7c3ad8055be46c64b_0_with_bg_0.png,0.9978,0.5274
model_7c096adc2d96bde7c3ad8055be46c64b_0/model_7c096adc2d96bde7c3ad8055be46c64b_0_with_bg_2.png,1.0000,1.0000
model_7c096adc2d96bde7c3ad8055be46c64b_0/model_7c096adc2d96bde7c3ad8055be46c64b_0_with_bg_4.png,0.8665,0.3000
model_7dff8cf34c0b9b38d0b0a230e205e801_0/model_7dff8cf34c0b9b38d0b0a230e205e801_0_with_bg_0.png,1.0000,1.0000
model_7dff8cf34c0b9b38d0b0a230e205e801_0/model_7dff8cf34c0b9b38d0b0a230e205e801_0_with_bg_3.png,1.0000,1.0000
model_7dff8cf34c0b9b38d0b0a230e205e801_0/model_7dff8cf34c0b9b38d0b0a230e205e801_0_with_bg_4.png,1.0000,1.0000
model_7dff8cf34c0b9b38d0b0a230e205e801_0/model_7dff8cf34c0b9b38d0b0a230e205e801_0_with_bg_5.png,1.0000,1.0000
model_7ee203142b5df44cd32359bab8d3719d_0/model_7ee203142b5df44cd32359bab8d3719d_0_with_bg_3.png,1.0000,1.0000
model_7ee203142b5df44cd32359bab8d3719d_0/model_7ee203142b5df44cd32359bab8d3719d_0_with_bg_4.png,0.9745,0.6211
model_7fa4cba0d9ebd5065ce7588dceec7d64_0/model_7fa4cba0d9ebd5065ce7588dceec7d64_0_with_bg_1.png,0.9955,0.4977
model_805e54bd9b3836079cab1b95079a5f56_0/model_805e54bd9b3836079cab1b95079a5f56_0_with_bg_0.png,0.9985,0.4992
model_805e54bd9b3836079cab1b95079a5f56_0/model_805e54bd9b3836079cab1b95079a5f56_0_with_bg_2.png,1.0000,1.0000
model_805e54bd9b3836079cab1b95079a5f56_0/model_805e54bd9b3836079cab1b95079a5f56_0_with_bg_3.png,1.0000,1.0000
model_83f2e417ecbc5c0be43b9ed5f7f8f79b_0/model_83f2e417ecbc5c0be43b9ed5f7f8f79b_0_with_bg_0.png,1.0000,1.0000
model_844851709e12ad6eac24cb1c4adddb7d_0/model_844851709e12ad6eac24cb1c4adddb7d_0_with_bg_0.png,1.0000,1.0000
model_844851709e12ad6eac24cb1c4adddb7d_0/model_844851709e12ad6eac24cb1c4adddb7d_0_with_bg_1.png,0.9698,0.4849
model_853dbb61365aefe365aff8df4fafb884_0/model_853dbb61365aefe365aff8df4fafb884_0_with_bg_1.png,1.0000,1.0000
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_0.png,1.0000,1.0000
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_1.png,1.0000,1.0000
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_3.png,1.0000,1.0000
model_85ba8c250ec7cbb7a69dd998a63f4d6d_0/model_85ba8c250ec7cbb7a69dd998a63f4d6d_0_with_bg_4.png,1.0000,1.0000
model_862aadea5696f75e4c78e9b6c41a6b70_0/model_862aadea5696f75e4c78e9b6c41a6b70_0_with_bg_1.png,0.9995,0.4998
model_86dbd2335f837639bdd74b1a2c52a836_0/model_86dbd2335f837639bdd74b1a2c52a836_0_with_bg_1.png,0.9990,0.9406
model_86dbd2335f837639bdd74b1a2c52a836_0/model_86dbd2335f837639bdd74b1a2c52a836_0_with_bg_2.png,0.9972,0.4986
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_0.png,0.9408,0.7566
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_2.png,0.9499,0.4749
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_3.png,1.0000,1.0000
model_87b52dd1a0ce6800628103a0016372c0_0/model_87b52dd1a0ce6800628103a0016372c0_0_with_bg_5.png,0.7706,0.3853
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_0.png,1.0000,1.0000
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_1.png,0.9993,0.4997
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_2.png,1.0000,1.0000
model_882ad54c18ac84a191a62811f90a8761_0/model_882ad54c18ac84a191a62811f90a8761_0_with_bg_3.png,1.0000,1.0000
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_3.png,1.0000,1.0000
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_4.png,0.9860,0.4930
model_8857c4c0716388fccbf4176d760a3628_0/model_8857c4c0716388fccbf4176d760a3628_0_with_bg_5.png,1.0000,1.0000
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_0.png,1.0000,1.0000
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_2.png,0.8368,0.3547
model_893bdf27f071166518e865cce25a2244_0/model_893bdf27f071166518e865cce25a2244_0_with_bg_5.png,0.8984,0.2246
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_1.png,0.9991,0.3330
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_3.png,0.9957,0.4979
model_894e616712f743f25922004fa767408b_0/model_894e616712f743f25922004fa767408b_0_with_bg_4.png,1.0000,1.0000
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_3.png,1.0000,1.0000
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_4.png,0.8956,0.5264
model_89c292664b2584163fe32509cc679b0c_0/model_89c292664b2584163fe32509cc679b0c_0_with_bg_5.png,1.0000,1.0000
model_8a138dd6561d2688cc4ffc67a4fd5587_0/model_8a138dd6561d2688cc4ffc67a4fd5587_0_with_bg_3.png,1.0000,1.0000
model_8a138dd6561d2688cc4ffc67a4fd5587_0/model_8a138dd6561d2688cc4ffc67a4fd5587_0_with_bg_5.png,1.0000,1.0000
model_8a35e7229a162588082676f9a2939df5_0/model_8a35e7229a162588082676f9a2939df5_0_with_bg_2.png,0.9313,0.4657
model_8a35e7229a162588082676f9a2939df5_0/model_8a35e7229a162588082676f9a2939df5_0_with_bg_5.png,0.9979,0.4989
